DateTime,Time,Junction,Vehicles,ID
14-03-2016,16.00,1,44,20160314161
14-03-2016,17.00,1,38,20160314171
14-03-2016,18.00,1,46,20160314181
14-03-2016,19.00,1,44,20160314191
14-03-2016,20.00,1,38,20160314201
14-03-2016,21.00,1,41,20160314211
14-03-2016,22.00,1,37,20160314221
14-03-2016,23.00,1,36,20160314231
15-03-2016,0.00,1,36,20160315001
15-03-2016,1.00,1,30,20160315011
15-03-2016,2.00,1,26,20160315021
15-03-2016,3.00,1,25,20160315031
15-03-2016,4.00,1,19,20160315041
15-03-2016,5.00,1,19,20160315051
15-03-2016,6.00,1,16,20160315061
15-03-2016,7.00,1,22,20160315071
15-03-2016,8.00,1,24,20160315081
15-03-2016,9.00,1,31,20160315091
15-03-2016,10.00,1,37,20160315101
15-03-2016,11.00,1,44,20160315111
15-03-2016,12.00,1,40,20160315121
15-03-2016,13.00,1,37,20160315131
15-03-2016,14.00,1,41,20160315141
15-03-2016,15.00,1,39,20160315151
15-03-2016,16.00,1,44,20160315161
15-03-2016,17.00,1,41,20160315171
15-03-2016,18.00,1,38,20160315181
15-03-2016,19.00,1,39,20160315191
15-03-2016,20.00,1,38,20160315201
15-03-2016,21.00,1,34,20160315211
15-03-2016,22.00,1,38,20160315221
15-03-2016,23.00,1,38,20160315231
16-03-2016,0.00,1,32,20160316001
16-03-2016,1.00,1,24,20160316011
16-03-2016,2.00,1,25,20160316021
16-03-2016,3.00,1,22,20160316031
16-03-2016,4.00,1,20,20160316041
16-03-2016,5.00,1,18,20160316051
16-03-2016,6.00,1,17,20160316061
16-03-2016,7.00,1,19,20160316071
16-03-2016,8.00,1,25,20160316081
16-03-2016,9.00,1,40,20160316091
16-03-2016,10.00,1,50,20160316101
16-03-2016,11.00,1,49,20160316111
16-03-2016,12.00,1,44,20160316121
16-03-2016,13.00,1,39,20160316131
16-03-2016,14.00,1,43,20160316141
16-03-2016,15.00,1,44,20160316151
16-03-2016,16.00,1,43,20160316161
16-03-2016,17.00,1,40,20160316171
16-03-2016,18.00,1,42,20160316181
16-03-2016,19.00,1,48,20160316191
16-03-2016,20.00,1,44,20160316201
16-03-2016,21.00,1,40,20160316211
16-03-2016,22.00,1,43,20160316221
16-03-2016,23.00,1,40,20160316231
17-03-2016,0.00,1,35,20160317001
17-03-2016,1.00,1,28,20160317011
17-03-2016,2.00,1,28,20160317021
17-03-2016,3.00,1,24,20160317031
17-03-2016,4.00,1,18,20160317041
17-03-2016,5.00,1,17,20160317051
17-03-2016,6.00,1,20,20160317061
17-03-2016,7.00,1,26,20160317071
17-03-2016,8.00,1,24,20160317081
17-03-2016,9.00,1,29,20160317091
17-03-2016,10.00,1,38,20160317101
17-03-2016,11.00,1,42,20160317111
17-03-2016,12.00,1,40,20160317121
17-03-2016,13.00,1,38,20160317131
17-03-2016,14.00,1,43,20160317141
17-03-2016,15.00,1,40,20160317151
17-03-2016,16.00,1,39,20160317161
17-03-2016,17.00,1,37,20160317171
17-03-2016,18.00,1,38,20160317181
17-03-2016,19.00,1,45,20160317191
17-03-2016,20.00,1,44,20160317201
17-03-2016,21.00,1,41,20160317211
17-03-2016,22.00,1,38,20160317221
17-03-2016,23.00,1,36,20160317231
18-03-2016,0.00,1,32,20160318001
18-03-2016,1.00,1,27,20160318011
18-03-2016,2.00,1,23,20160318021
18-03-2016,3.00,1,20,20160318031
18-03-2016,4.00,1,16,20160318041
18-03-2016,5.00,1,15,20160318051
18-03-2016,6.00,1,20,20160318061
18-03-2016,7.00,1,21,20160318071
18-03-2016,8.00,1,20,20160318081
18-03-2016,9.00,1,23,20160318091
18-03-2016,10.00,1,33,20160318101
18-03-2016,11.00,1,40,20160318111
18-03-2016,12.00,1,43,20160318121
18-03-2016,13.00,1,35,20160318131
18-03-2016,14.00,1,39,20160318141
18-03-2016,15.00,1,38,20160318151
18-03-2016,16.00,1,34,20160318161
18-03-2016,17.00,1,33,20160318171
18-03-2016,18.00,1,35,20160318181
18-03-2016,19.00,1,41,20160318191
18-03-2016,20.00,1,36,20160318201
18-03-2016,21.00,1,34,20160318211
18-03-2016,22.00,1,34,20160318221
18-03-2016,23.00,1,33,20160318231
19-03-2016,0.00,1,32,20160319001
19-03-2016,1.00,1,25,20160319011
19-03-2016,2.00,1,18,20160319021
19-03-2016,3.00,1,17,20160319031
19-03-2016,4.00,1,17,20160319041
19-03-2016,5.00,1,16,20160319051
19-03-2016,6.00,1,13,20160319061
19-03-2016,7.00,1,15,20160319071
19-03-2016,8.00,1,19,20160319081
19-03-2016,9.00,1,20,20160319091
19-03-2016,10.00,1,30,20160319101
19-03-2016,11.00,1,26,20160319111
19-03-2016,12.00,1,30,20160319121
19-03-2016,13.00,1,22,20160319131
19-03-2016,14.00,1,26,20160319141
19-03-2016,15.00,1,21,20160319151
19-03-2016,16.00,1,23,20160319161
19-03-2016,17.00,1,25,20160319171
19-03-2016,18.00,1,23,20160319181
19-03-2016,19.00,1,27,20160319191
19-03-2016,20.00,1,26,20160319201
19-03-2016,21.00,1,26,20160319211
19-03-2016,22.00,1,25,20160319221
19-03-2016,23.00,1,23,20160319231
20-03-2016,0.00,1,24,20160320001
20-03-2016,1.00,1,21,20160320011
20-03-2016,2.00,1,18,20160320021
20-03-2016,3.00,1,15,20160320031
20-03-2016,4.00,1,13,20160320041
20-03-2016,5.00,1,13,20160320051
20-03-2016,6.00,1,14,20160320061
20-03-2016,7.00,1,18,20160320071
20-03-2016,8.00,1,15,20160320081
20-03-2016,9.00,1,19,20160320091
20-03-2016,10.00,1,24,20160320101
20-03-2016,11.00,1,26,20160320111
20-03-2016,12.00,1,24,20160320121
20-03-2016,13.00,1,23,20160320131
20-03-2016,14.00,1,22,20160320141
20-03-2016,15.00,1,23,20160320151
20-03-2016,16.00,1,20,20160320161
20-03-2016,17.00,1,25,20160320171
20-03-2016,18.00,1,27,20160320181
20-03-2016,19.00,1,26,20160320191
20-03-2016,20.00,1,33,20160320201
20-03-2016,21.00,1,28,20160320211
20-03-2016,22.00,1,28,20160320221
20-03-2016,23.00,1,32,20160320231
21-03-2016,0.00,1,25,20160321001
21-03-2016,1.00,1,22,20160321011
21-03-2016,2.00,1,16,20160321021
21-03-2016,3.00,1,19,20160321031
21-03-2016,4.00,1,16,20160321041
21-03-2016,5.00,1,13,20160321051
21-03-2016,6.00,1,16,20160321061
21-03-2016,7.00,1,24,20160321071
21-03-2016,8.00,1,21,20160321081
21-03-2016,9.00,1,25,20160321091
21-03-2016,10.00,1,31,20160321101
21-03-2016,11.00,1,48,20160321111
21-03-2016,12.00,1,49,20160321121
21-03-2016,13.00,1,44,20160321131
21-03-2016,14.00,1,51,20160321141
21-03-2016,15.00,1,44,20160321151
21-03-2016,16.00,1,47,20160321161
21-03-2016,17.00,1,43,20160321171
21-03-2016,18.00,1,46,20160321181
21-03-2016,19.00,1,40,20160321191
21-03-2016,20.00,1,45,20160321201
21-03-2016,21.00,1,38,20160321211
21-03-2016,22.00,1,38,20160321221
21-03-2016,23.00,1,38,20160321231
22-03-2016,0.00,1,34,20160322001
22-03-2016,1.00,1,30,20160322011
22-03-2016,2.00,1,24,20160322021
22-03-2016,3.00,1,23,20160322031
22-03-2016,4.00,1,18,20160322041
22-03-2016,5.00,1,15,20160322051
22-03-2016,6.00,1,19,20160322061
22-03-2016,7.00,1,24,20160322071
22-03-2016,8.00,1,28,20160322081
22-03-2016,9.00,1,28,20160322091
22-03-2016,10.00,1,39,20160322101
22-03-2016,11.00,1,38,20160322111
22-03-2016,12.00,1,35,20160322121
22-03-2016,13.00,1,40,20160322131
22-03-2016,14.00,1,38,20160322141
22-03-2016,15.00,1,39,20160322151
22-03-2016,16.00,1,37,20160322161
22-03-2016,17.00,1,35,20160322171
22-03-2016,18.00,1,48,20160322181
22-03-2016,19.00,1,48,20160322191
22-03-2016,20.00,1,41,20160322201
22-03-2016,21.00,1,36,20160322211
22-03-2016,22.00,1,34,20160322221
22-03-2016,23.00,1,35,20160322231
23-03-2016,0.00,1,34,20160323001
23-03-2016,1.00,1,29,20160323011
23-03-2016,2.00,1,27,20160323021
23-03-2016,3.00,1,21,20160323031
23-03-2016,4.00,1,21,20160323041
23-03-2016,5.00,1,16,20160323051
23-03-2016,6.00,1,19,20160323061
23-03-2016,7.00,1,19,20160323071
23-03-2016,8.00,1,23,20160323081
23-03-2016,9.00,1,31,20160323091
23-03-2016,10.00,1,41,20160323101
23-03-2016,11.00,1,41,20160323111
23-03-2016,12.00,1,39,20160323121
23-03-2016,13.00,1,35,20160323131
23-03-2016,14.00,1,45,20160323141
23-03-2016,15.00,1,42,20160323151
23-03-2016,16.00,1,37,20160323161
23-03-2016,17.00,1,36,20160323171
23-03-2016,18.00,1,39,20160323181
23-03-2016,19.00,1,42,20160323191
23-03-2016,20.00,1,42,20160323201
23-03-2016,21.00,1,36,20160323211
23-03-2016,22.00,1,33,20160323221
23-03-2016,23.00,1,28,20160323231
24-03-2016,0.00,1,33,20160324001
24-03-2016,1.00,1,25,20160324011
24-03-2016,2.00,1,21,20160324021
24-03-2016,3.00,1,19,20160324031
24-03-2016,4.00,1,19,20160324041
24-03-2016,5.00,1,18,20160324051
24-03-2016,6.00,1,16,20160324061
24-03-2016,7.00,1,20,20160324071
24-03-2016,8.00,1,19,20160324081
24-03-2016,9.00,1,26,20160324091
24-03-2016,10.00,1,26,20160324101
24-03-2016,11.00,1,37,20160324111
24-03-2016,12.00,1,32,20160324121
24-03-2016,13.00,1,28,20160324131
24-03-2016,14.00,1,32,20160324141
24-03-2016,15.00,1,33,20160324151
24-03-2016,16.00,1,32,20160324161
24-03-2016,17.00,1,34,20160324171
24-03-2016,18.00,1,29,20160324181
24-03-2016,19.00,1,38,20160324191
24-03-2016,20.00,1,31,20160324201
24-03-2016,21.00,1,30,20160324211
24-03-2016,22.00,1,36,20160324221
24-03-2016,23.00,1,32,20160324231
25-03-2016,0.00,1,30,20160325001
25-03-2016,1.00,1,28,20160325011
25-03-2016,2.00,1,22,20160325021
25-03-2016,3.00,1,18,20160325031
25-03-2016,4.00,1,14,20160325041
25-03-2016,5.00,1,17,20160325051
25-03-2016,6.00,1,14,20160325061
25-03-2016,7.00,1,18,20160325071
25-03-2016,8.00,1,16,20160325081
25-03-2016,9.00,1,28,20160325091
25-03-2016,10.00,1,32,20160325101
25-03-2016,11.00,1,29,20160325111
25-03-2016,12.00,1,32,20160325121
25-03-2016,13.00,1,27,20160325131
25-03-2016,14.00,1,27,20160325141
25-03-2016,15.00,1,26,20160325151
25-03-2016,16.00,1,25,20160325161
25-03-2016,17.00,1,25,20160325171
25-03-2016,18.00,1,28,20160325181
25-03-2016,19.00,1,35,20160325191
25-03-2016,20.00,1,30,20160325201
25-03-2016,21.00,1,33,20160325211
25-03-2016,22.00,1,25,20160325221
25-03-2016,23.00,1,26,20160325231
26-03-2016,0.00,1,28,20160326001
26-03-2016,1.00,1,24,20160326011
26-03-2016,2.00,1,18,20160326021
26-03-2016,3.00,1,17,20160326031
26-03-2016,4.00,1,15,20160326041
26-03-2016,5.00,1,13,20160326051
26-03-2016,6.00,1,14,20160326061
26-03-2016,7.00,1,15,20160326071
26-03-2016,8.00,1,17,20160326081
26-03-2016,9.00,1,18,20160326091
26-03-2016,10.00,1,22,20160326101
26-03-2016,11.00,1,24,20160326111
26-03-2016,12.00,1,18,20160326121
26-03-2016,13.00,1,22,20160326131
26-03-2016,14.00,1,19,20160326141
26-03-2016,15.00,1,20,20160326151
26-03-2016,16.00,1,23,20160326161
26-03-2016,17.00,1,22,20160326171
26-03-2016,18.00,1,22,20160326181
26-03-2016,19.00,1,27,20160326191
26-03-2016,20.00,1,24,20160326201
26-03-2016,21.00,1,25,20160326211
26-03-2016,22.00,1,23,20160326221
26-03-2016,23.00,1,24,20160326231
27-03-2016,0.00,1,24,20160327001
27-03-2016,1.00,1,19,20160327011
27-03-2016,2.00,1,17,20160327021
27-03-2016,3.00,1,13,20160327031
27-03-2016,4.00,1,13,20160327041
27-03-2016,5.00,1,13,20160327051
27-03-2016,6.00,1,13,20160327061
27-03-2016,7.00,1,15,20160327071
27-03-2016,8.00,1,16,20160327081
27-03-2016,9.00,1,16,20160327091
27-03-2016,10.00,1,18,20160327101
27-03-2016,11.00,1,22,20160327111
27-03-2016,12.00,1,22,20160327121
27-03-2016,13.00,1,21,20160327131
27-03-2016,14.00,1,19,20160327141
27-03-2016,15.00,1,22,20160327151
27-03-2016,16.00,1,22,20160327161
27-03-2016,17.00,1,21,20160327171
27-03-2016,18.00,1,27,20160327181
27-03-2016,19.00,1,26,20160327191
27-03-2016,20.00,1,25,20160327201
27-03-2016,21.00,1,26,20160327211
27-03-2016,22.00,1,21,20160327221
27-03-2016,23.00,1,24,20160327231
28-03-2016,0.00,1,23,20160328001
28-03-2016,1.00,1,22,20160328011
28-03-2016,2.00,1,16,20160328021
28-03-2016,3.00,1,17,20160328031
28-03-2016,4.00,1,13,20160328041
28-03-2016,5.00,1,12,20160328051
28-03-2016,6.00,1,19,20160328061
28-03-2016,7.00,1,18,20160328071
28-03-2016,8.00,1,21,20160328081
28-03-2016,9.00,1,28,20160328091
28-03-2016,10.00,1,29,20160328101
28-03-2016,11.00,1,41,20160328111
28-03-2016,12.00,1,43,20160328121
28-03-2016,13.00,1,34,20160328131
28-03-2016,14.00,1,39,20160328141
28-03-2016,15.00,1,37,20160328151
28-03-2016,16.00,1,39,20160328161
28-03-2016,17.00,1,38,20160328171
28-03-2016,18.00,1,39,20160328181
28-03-2016,19.00,1,38,20160328191
28-03-2016,20.00,1,42,20160328201
28-03-2016,21.00,1,39,20160328211
28-03-2016,22.00,1,39,20160328221
28-03-2016,23.00,1,38,20160328231
29-03-2016,0.00,1,32,20160329001
29-03-2016,1.00,1,31,20160329011
29-03-2016,2.00,1,26,20160329021
29-03-2016,3.00,1,19,20160329031
29-03-2016,4.00,1,18,20160329041
29-03-2016,5.00,1,16,20160329051
29-03-2016,6.00,1,20,20160329061
29-03-2016,7.00,1,22,20160329071
29-03-2016,8.00,1,25,20160329081
29-03-2016,9.00,1,28,20160329091
29-03-2016,10.00,1,38,20160329101
29-03-2016,11.00,1,42,20160329111
29-03-2016,12.00,1,43,20160329121
29-03-2016,13.00,1,41,20160329131
29-03-2016,14.00,1,44,20160329141
29-03-2016,15.00,1,45,20160329151
29-03-2016,16.00,1,38,20160329161
29-03-2016,17.00,1,42,20160329171
29-03-2016,18.00,1,43,20160329181
29-03-2016,19.00,1,44,20160329191
29-03-2016,20.00,1,44,20160329201
29-03-2016,21.00,1,40,20160329211
29-03-2016,22.00,1,39,20160329221
29-03-2016,23.00,1,39,20160329231
30-03-2016,0.00,1,36,20160330001
30-03-2016,1.00,1,33,20160330011
30-03-2016,2.00,1,26,20160330021
30-03-2016,3.00,1,21,20160330031
30-03-2016,4.00,1,18,20160330041
30-03-2016,5.00,1,17,20160330051
30-03-2016,6.00,1,20,20160330061
30-03-2016,7.00,1,26,20160330071
30-03-2016,8.00,1,25,20160330081
30-03-2016,9.00,1,27,20160330091
30-03-2016,10.00,1,44,20160330101
30-03-2016,11.00,1,52,20160330111
30-03-2016,12.00,1,48,20160330121
30-03-2016,13.00,1,43,20160330131
30-03-2016,14.00,1,46,20160330141
30-03-2016,15.00,1,51,20160330151
30-03-2016,16.00,1,46,20160330161
30-03-2016,17.00,1,47,20160330171
30-03-2016,18.00,1,42,20160330181
30-03-2016,19.00,1,48,20160330191
30-03-2016,20.00,1,44,20160330201
30-03-2016,21.00,1,41,20160330211
30-03-2016,22.00,1,41,20160330221
30-03-2016,23.00,1,38,20160330231
31-03-2016,0.00,1,36,20160331001
31-03-2016,1.00,1,30,20160331011
31-03-2016,2.00,1,26,20160331021
31-03-2016,3.00,1,24,20160331031
31-03-2016,4.00,1,18,20160331041
31-03-2016,5.00,1,18,20160331051
31-03-2016,6.00,1,18,20160331061
31-03-2016,7.00,1,22,20160331071
31-03-2016,8.00,1,25,20160331081
31-03-2016,9.00,1,28,20160331091
31-03-2016,10.00,1,40,20160331101
31-03-2016,11.00,1,41,20160331111
31-03-2016,12.00,1,41,20160331121
31-03-2016,13.00,1,36,20160331131
31-03-2016,14.00,1,42,20160331141
31-03-2016,15.00,1,41,20160331151
31-03-2016,16.00,1,40,20160331161
31-03-2016,17.00,1,37,20160331171
31-03-2016,18.00,1,44,20160331181
31-03-2016,19.00,1,45,20160331191
31-03-2016,20.00,1,40,20160331201
31-03-2016,21.00,1,38,20160331211
31-03-2016,22.00,1,32,20160331221
31-03-2016,23.00,1,37,20160331231
01-04-2016,0.00,1,35,20160401001
01-04-2016,1.00,1,30,20160401011
01-04-2016,2.00,1,23,20160401021
01-04-2016,3.00,1,22,20160401031
01-04-2016,4.00,1,18,20160401041
01-04-2016,5.00,1,17,20160401051
01-04-2016,6.00,1,18,20160401061
01-04-2016,7.00,1,22,20160401071
01-04-2016,8.00,1,23,20160401081
01-04-2016,9.00,1,28,20160401091
01-04-2016,10.00,1,34,20160401101
01-04-2016,11.00,1,45,20160401111
01-04-2016,12.00,1,50,20160401121
01-04-2016,13.00,1,43,20160401131
01-04-2016,14.00,1,40,20160401141
01-04-2016,15.00,1,43,20160401151
01-04-2016,16.00,1,37,20160401161
01-04-2016,17.00,1,35,20160401171
01-04-2016,18.00,1,40,20160401181
01-04-2016,19.00,1,40,20160401191
01-04-2016,20.00,1,37,20160401201
01-04-2016,21.00,1,38,20160401211
01-04-2016,22.00,1,34,20160401221
01-04-2016,23.00,1,31,20160401231
02-04-2016,0.00,1,32,20160402001
02-04-2016,1.00,1,24,20160402011
02-04-2016,2.00,1,20,20160402021
02-04-2016,3.00,1,14,20160402031
02-04-2016,4.00,1,16,20160402041
02-04-2016,5.00,1,11,20160402051
02-04-2016,6.00,1,14,20160402061
02-04-2016,7.00,1,16,20160402071
02-04-2016,8.00,1,17,20160402081
02-04-2016,9.00,1,20,20160402091
02-04-2016,10.00,1,21,20160402101
02-04-2016,11.00,1,25,20160402111
02-04-2016,12.00,1,26,20160402121
02-04-2016,13.00,1,26,20160402131
02-04-2016,14.00,1,24,20160402141
02-04-2016,15.00,1,24,20160402151
02-04-2016,16.00,1,28,20160402161
02-04-2016,17.00,1,27,20160402171
02-04-2016,18.00,1,31,20160402181
02-04-2016,19.00,1,29,20160402191
02-04-2016,20.00,1,29,20160402201
02-04-2016,21.00,1,32,20160402211
02-04-2016,22.00,1,31,20160402221
02-04-2016,23.00,1,32,20160402231
03-04-2016,0.00,1,28,20160403001
03-04-2016,1.00,1,21,20160403011
03-04-2016,2.00,1,20,20160403021
03-04-2016,3.00,1,20,20160403031
03-04-2016,4.00,1,14,20160403041
03-04-2016,5.00,1,13,20160403051
03-04-2016,6.00,1,13,20160403061
03-04-2016,7.00,1,20,20160403071
03-04-2016,8.00,1,17,20160403081
03-04-2016,9.00,1,26,20160403091
03-04-2016,10.00,1,27,20160403101
03-04-2016,11.00,1,25,20160403111
03-04-2016,12.00,1,24,20160403121
03-04-2016,13.00,1,25,20160403131
03-04-2016,14.00,1,24,20160403141
03-04-2016,15.00,1,27,20160403151
03-04-2016,16.00,1,25,20160403161
03-04-2016,17.00,1,27,20160403171
03-04-2016,18.00,1,30,20160403181
03-04-2016,19.00,1,28,20160403191
03-04-2016,20.00,1,27,20160403201
03-04-2016,21.00,1,29,20160403211
03-04-2016,22.00,1,26,20160403221
03-04-2016,23.00,1,28,20160403231
04-04-2016,0.00,1,28,20160404001
04-04-2016,1.00,1,24,20160404011
04-04-2016,2.00,1,21,20160404021
04-04-2016,3.00,1,19,20160404031
04-04-2016,4.00,1,17,20160404041
04-04-2016,5.00,1,17,20160404051
04-04-2016,6.00,1,16,20160404061
04-04-2016,7.00,1,20,20160404071
04-04-2016,8.00,1,27,20160404081
04-04-2016,9.00,1,28,20160404091
04-04-2016,10.00,1,39,20160404101
04-04-2016,11.00,1,53,20160404111
04-04-2016,12.00,1,50,20160404121
04-04-2016,13.00,1,42,20160404131
04-04-2016,14.00,1,44,20160404141
04-04-2016,15.00,1,45,20160404151
04-04-2016,16.00,1,45,20160404161
04-04-2016,17.00,1,44,20160404171
04-04-2016,18.00,1,44,20160404181
04-04-2016,19.00,1,48,20160404191
04-04-2016,20.00,1,43,20160404201
04-04-2016,21.00,1,40,20160404211
04-04-2016,22.00,1,39,20160404221
04-04-2016,23.00,1,41,20160404231
05-04-2016,0.00,1,35,20160405001
05-04-2016,1.00,1,29,20160405011
05-04-2016,2.00,1,26,20160405021
05-04-2016,3.00,1,20,20160405031
05-04-2016,4.00,1,18,20160405041
05-04-2016,5.00,1,17,20160405051
05-04-2016,6.00,1,19,20160405061
05-04-2016,7.00,1,25,20160405071
05-04-2016,8.00,1,29,20160405081
05-04-2016,9.00,1,30,20160405091
05-04-2016,10.00,1,43,20160405101
05-04-2016,11.00,1,44,20160405111
05-04-2016,12.00,1,45,20160405121
05-04-2016,13.00,1,38,20160405131
05-04-2016,14.00,1,45,20160405141
05-04-2016,15.00,1,43,20160405151
05-04-2016,16.00,1,40,20160405161
05-04-2016,17.00,1,42,20160405171
05-04-2016,18.00,1,43,20160405181
05-04-2016,19.00,1,44,20160405191
05-04-2016,20.00,1,39,20160405201
05-04-2016,21.00,1,40,20160405211
05-04-2016,22.00,1,39,20160405221
05-04-2016,23.00,1,41,20160405231
06-04-2016,0.00,1,35,20160406001
06-04-2016,1.00,1,32,20160406011
06-04-2016,2.00,1,23,20160406021
06-04-2016,3.00,1,18,20160406031
06-04-2016,4.00,1,18,20160406041
06-04-2016,5.00,1,16,20160406051
06-04-2016,6.00,1,19,20160406061
06-04-2016,7.00,1,23,20160406071
06-04-2016,8.00,1,21,20160406081
06-04-2016,9.00,1,25,20160406091
06-04-2016,10.00,1,39,20160406101
06-04-2016,11.00,1,41,20160406111
06-04-2016,12.00,1,41,20160406121
06-04-2016,13.00,1,39,20160406131
06-04-2016,14.00,1,41,20160406141
06-04-2016,15.00,1,38,20160406151
06-04-2016,16.00,1,36,20160406161
06-04-2016,17.00,1,37,20160406171
06-04-2016,18.00,1,46,20160406181
06-04-2016,19.00,1,46,20160406191
06-04-2016,20.00,1,45,20160406201
06-04-2016,21.00,1,43,20160406211
06-04-2016,22.00,1,39,20160406221
06-04-2016,23.00,1,35,20160406231
07-04-2016,0.00,1,34,20160407001
07-04-2016,1.00,1,25,20160407011
07-04-2016,2.00,1,27,20160407021
07-04-2016,3.00,1,22,20160407031
07-04-2016,4.00,1,20,20160407041
07-04-2016,5.00,1,17,20160407051
07-04-2016,6.00,1,20,20160407061
07-04-2016,7.00,1,26,20160407071
07-04-2016,8.00,1,23,20160407081
07-04-2016,9.00,1,28,20160407091
07-04-2016,10.00,1,48,20160407101
07-04-2016,11.00,1,46,20160407111
07-04-2016,12.00,1,45,20160407121
07-04-2016,13.00,1,41,20160407131
07-04-2016,14.00,1,46,20160407141
07-04-2016,15.00,1,43,20160407151
07-04-2016,16.00,1,43,20160407161
07-04-2016,17.00,1,45,20160407171
07-04-2016,18.00,1,42,20160407181
07-04-2016,19.00,1,45,20160407191
07-04-2016,20.00,1,42,20160407201
07-04-2016,21.00,1,40,20160407211
07-04-2016,22.00,1,39,20160407221
07-04-2016,23.00,1,32,20160407231
08-04-2016,0.00,1,34,20160408001
08-04-2016,1.00,1,29,20160408011
08-04-2016,2.00,1,24,20160408021
08-04-2016,3.00,1,19,20160408031
08-04-2016,4.00,1,15,20160408041
08-04-2016,5.00,1,17,20160408051
08-04-2016,6.00,1,19,20160408061
08-04-2016,7.00,1,21,20160408071
08-04-2016,8.00,1,20,20160408081
08-04-2016,9.00,1,23,20160408091
08-04-2016,10.00,1,27,20160408101
08-04-2016,11.00,1,34,20160408111
08-04-2016,12.00,1,36,20160408121
08-04-2016,13.00,1,34,20160408131
08-04-2016,14.00,1,34,20160408141
08-04-2016,15.00,1,34,20160408151
08-04-2016,16.00,1,30,20160408161
08-04-2016,17.00,1,30,20160408171
08-04-2016,18.00,1,34,20160408181
08-04-2016,19.00,1,39,20160408191
08-04-2016,20.00,1,36,20160408201
08-04-2016,21.00,1,31,20160408211
08-04-2016,22.00,1,33,20160408221
08-04-2016,23.00,1,28,20160408231
09-04-2016,0.00,1,28,20160409001
09-04-2016,1.00,1,24,20160409011
09-04-2016,2.00,1,22,20160409021
09-04-2016,3.00,1,19,20160409031
09-04-2016,4.00,1,16,20160409041
09-04-2016,5.00,1,13,20160409051
09-04-2016,6.00,1,13,20160409061
09-04-2016,7.00,1,16,20160409071
09-04-2016,8.00,1,17,20160409081
09-04-2016,9.00,1,21,20160409091
09-04-2016,10.00,1,31,20160409101
09-04-2016,11.00,1,31,20160409111
09-04-2016,12.00,1,30,20160409121
09-04-2016,13.00,1,23,20160409131
09-04-2016,14.00,1,24,20160409141
09-04-2016,15.00,1,22,20160409151
09-04-2016,16.00,1,24,20160409161
09-04-2016,17.00,1,27,20160409171
09-04-2016,18.00,1,27,20160409181
09-04-2016,19.00,1,29,20160409191
09-04-2016,20.00,1,29,20160409201
09-04-2016,21.00,1,30,20160409211
09-04-2016,22.00,1,28,20160409221
09-04-2016,23.00,1,29,20160409231
10-04-2016,0.00,1,30,20160410001
10-04-2016,1.00,1,19,20160410011
10-04-2016,2.00,1,21,20160410021
10-04-2016,3.00,1,15,20160410031
10-04-2016,4.00,1,16,20160410041
10-04-2016,5.00,1,11,20160410051
10-04-2016,6.00,1,13,20160410061
10-04-2016,7.00,1,14,20160410071
10-04-2016,8.00,1,16,20160410081
10-04-2016,9.00,1,19,20160410091
10-04-2016,10.00,1,24,20160410101
10-04-2016,11.00,1,23,20160410111
10-04-2016,12.00,1,25,20160410121
10-04-2016,13.00,1,26,20160410131
10-04-2016,14.00,1,25,20160410141
10-04-2016,15.00,1,23,20160410151
10-04-2016,16.00,1,20,20160410161
10-04-2016,17.00,1,25,20160410171
10-04-2016,18.00,1,28,20160410181
10-04-2016,19.00,1,29,20160410191
10-04-2016,20.00,1,30,20160410201
10-04-2016,21.00,1,27,20160410211
10-04-2016,22.00,1,31,20160410221
10-04-2016,23.00,1,30,20160410231
11-04-2016,0.00,1,23,20160411001
11-04-2016,1.00,1,21,20160411011
11-04-2016,2.00,1,19,20160411021
11-04-2016,3.00,1,17,20160411031
11-04-2016,4.00,1,13,20160411041
11-04-2016,5.00,1,15,20160411051
11-04-2016,6.00,1,17,20160411061
11-04-2016,7.00,1,21,20160411071
11-04-2016,8.00,1,21,20160411081
11-04-2016,9.00,1,28,20160411091
11-04-2016,10.00,1,33,20160411101
11-04-2016,11.00,1,41,20160411111
11-04-2016,12.00,1,39,20160411121
11-04-2016,13.00,1,38,20160411131
11-04-2016,14.00,1,44,20160411141
11-04-2016,15.00,1,38,20160411151
11-04-2016,16.00,1,42,20160411161
11-04-2016,17.00,1,42,20160411171
11-04-2016,18.00,1,46,20160411181
11-04-2016,19.00,1,43,20160411191
11-04-2016,20.00,1,46,20160411201
11-04-2016,21.00,1,39,20160411211
11-04-2016,22.00,1,43,20160411221
11-04-2016,23.00,1,36,20160411231
12-04-2016,0.00,1,36,20160412001
12-04-2016,1.00,1,32,20160412011
12-04-2016,2.00,1,23,20160412021
12-04-2016,3.00,1,19,20160412031
12-04-2016,4.00,1,20,20160412041
12-04-2016,5.00,1,14,20160412051
12-04-2016,6.00,1,18,20160412061
12-04-2016,7.00,1,20,20160412071
12-04-2016,8.00,1,25,20160412081
12-04-2016,9.00,1,38,20160412091
12-04-2016,10.00,1,53,20160412101
12-04-2016,11.00,1,53,20160412111
12-04-2016,12.00,1,54,20160412121
12-04-2016,13.00,1,48,20160412131
12-04-2016,14.00,1,48,20160412141
12-04-2016,15.00,1,48,20160412151
12-04-2016,16.00,1,41,20160412161
12-04-2016,17.00,1,45,20160412171
